iu_ac;date_debut;date_fin;libelle;iu_nd_aval;libelle_nd_aval;iu_nd_amont;libelle_nd_amont;geo_point_2d;geo_shape
5942;1997-09-23T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_de_Rochechouart;3087;Rochechouart-Dunkerque-Anvers;3086;Rochechouart-Dancourt;48.882544721311675, 2.343239455417573;"{""coordinates"": [[2.341957126746339, 48.882291872836774], [2.344521784088807, 48.88279756978657]], ""type"": ""LineString""}"
697;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Rene_Coty;399;Av_Rene_Coty-Alesia;400;Av_Rene_Coty-Av_Reille;48.82585303372161, 2.3356848812784783;"{""coordinates"": [[2.3362581660650306, 48.824307917492916], [2.3351115964919265, 48.82739814995031]], ""type"": ""LineString""}"
699;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;E_Deutsch_de_la_Meurthe;400;Av_Rene_Coty-Av_Reille;401;Jourdan-Deutsch_de_la_Meurthe;48.82284647181701, 2.3353177809782166;"{""coordinates"": [[2.3344202163370764, 48.82136525537088], [2.33447161997788, 48.82153588426636], [2.3362581660650306, 48.824307917492916]], ""type"": ""LineString""}"
443;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_Celestins;223;Quai_Celestins-Pt_Marie;262;Celestins-St_Paul;48.85287439943444, 2.3592524897473863;"{""coordinates"": [[2.360673940504025, 48.852369366374724], [2.357831038990747, 48.85337943249416]], ""type"": ""LineString""}"
4894;1996-10-17T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Jean_Jaures;3400;Jaures-face_107;2596;Jaures-Laumiere;48.88531365646325, 2.3800837184844768;"{""coordinates"": [[2.379370828993379, 48.8851159809732], [2.3807966079755745, 48.88551133195331]], ""type"": ""LineString""}"
4918;1996-10-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Cours_de_Vincennes;2607;Cours_de_Vincennes-Face_N?;289;Vincennes-Picpus-Charonne;48.84794551531492, 2.399890345231263;"{""coordinates"": [[2.399187217229749, 48.848006116921034], [2.400593473232778, 48.84788491370879]], ""type"": ""LineString""}"
1630;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Barbes;865;Bd_Barbes-Doudeauville;864;BdBarbes-Custine-Poulet_PlChatR;48.887872787540644, 2.349628065317732;"{""coordinates"": [[2.349611866543669, 48.8874052659037], [2.349644264091795, 48.88834030917759]], ""type"": ""LineString""}"
1762;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Corentin_Cariou;939;Macdonald-Cariou;940;Corentin_Cariou-Cambrai;48.89667519385316, 2.3846672239775373;"{""coordinates"": [[2.3837109407033363, 48.89581889386091], [2.385623507251738, 48.89753149384541]], ""type"": ""LineString""}"
1761;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Corentin_Cariou;933;Mcdonald-Cariou-Pte_Villette;939;Macdonald-Cariou;48.897876683872795, 2.3859623260175624;"{""coordinates"": [[2.3856805485889128, 48.89759978364063], [2.3862441034462116, 48.89815358410496]], ""type"": ""LineString""}"
597;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;St_Jacques;356;St_Jacques-Gay_Lussac;355;St_Jacques-Soufflot;48.845599744249355, 2.3426910598670325;"{""coordinates"": [[2.3433415681647882, 48.84678961588979], [2.3420405515692764, 48.844409872608914]], ""type"": ""LineString""}"
524;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Sebastopol;310;Bd_Sebastopol-Caire;309;Reaumur-Bd_Sebastopol;48.86663858007075, 2.3527545400282555;"{""coordinates"": [[2.3525203699543034, 48.866218970837814], [2.3529887101022076, 48.867058189303684]], ""type"": ""LineString""}"
6746;2012-07-04T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_St_Martin;657;Bd_St_Martin-Republique;3497;Bd_St_Martin_Face_9;48.868056801307475, 2.3612826572455443;"{""coordinates"": [[2.3604542950320977, 48.8682054306459], [2.362111019458991, 48.86790817196905]], ""type"": ""LineString""}"
1954;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_des_Capucines;2139;Pl_de_l'Opera;2138;Bd_des_Italiens-Chaussee_d'Antin;48.87090214227108, 2.3334843022176948;"{""coordinates"": [[2.3344422808092893, 48.87107082404565], [2.3325263236261002, 48.870733460496496]], ""type"": ""LineString""}"
1965;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pl_de_la_Bourse_cote_Reaumur;2152;Pl_Bourse-Reaumur-N_D_Victoires;2150;4_Septembre-Bourse-Vivienne;48.86871495059633, 2.3409534678775383;"{""coordinates"": [[2.340030078309041, 48.8688948249493], [2.341876857446035, 48.86853507624336]], ""type"": ""LineString""}"
1839;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pl_Lachambeaudie;975;Proudhon-Pl_Lachambeaudie;815;Dijon_Pommard;48.83598755470784, 2.386865749106968;"{""coordinates"": [[2.3854798390061567, 48.835293002192934], [2.386780813434684, 48.83599419566245], [2.3870973871145216, 48.83606756053896], [2.38760341579798, 48.83633574369237], [2.387656757602772, 48.836424703089776], [2.3882780088484927, 48.836582806336104]], ""type"": ""LineString""}"
916;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_St_Mande;525;Pte_St_Mande;513;Bd_Soult-Av_St_Mande;48.84399564392582, 2.4132519501754888;"{""coordinates"": [[2.4130211570869236, 48.844016559686615], [2.413482743264054, 48.84397472816502]], ""type"": ""LineString""}"
6635;2007-07-25T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pyrenees;3436;Pyrenees-Levert;3384;Pyrenees-La_Mare;48.87366406197571, 2.389069794837002;"{""coordinates"": [[2.388070963208974, 48.87376947058416], [2.389344209167698, 48.87371104978853], [2.389690843390414, 48.87355660330755], [2.389987203646106, 48.87331989833694]], ""type"": ""LineString""}"
1361;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Oberkampf;703;Richard_Lenoir-Oberkampf;699;Bd_Voltaire-Oberkampf;48.863883719919656, 2.370439859982425;"{""coordinates"": [[2.370193142482419, 48.86378387202116], [2.370686577482431, 48.86398356781815]], ""type"": ""LineString""}"
401;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Beaumarchais;237;Beaumarchais-Richard_Lenoir;236;Pl_Bastille-Bd_Beaumarchais;48.854392811905264, 2.368909239502014;"{""coordinates"": [[2.3690133656931374, 48.85394979197503], [2.3688051133108914, 48.854835831835494]], ""type"": ""LineString""}"
5578;1996-12-12T01:00:00+00:00;2023-01-01T01:00:00+00:00;Vaugirard;2925;Vaugirard-Rennes;2926;Vaugirard-Bd_Raspail;48.84726203102879, 2.3275248714143815;"{""coordinates"": [[2.3278663603544274, 48.847351171193196], [2.327369089038637, 48.847211610653424], [2.327178226816661, 48.84720769546031]], ""type"": ""LineString""}"
4865;1996-10-17T02:00:00+00:00;2023-01-01T01:00:00+00:00;Gay_Lussac;365;Gay_Lussac-Louis_Thuillier;2576;Claude_Bernard-Gay_Lussac;48.84193272714618, 2.34327582909185;"{""coordinates"": [[2.3436070617902027, 48.841268476671864], [2.3429445963934974, 48.84259697762049]], ""type"": ""LineString""}"
6449;2002-03-05T01:00:00+00:00;2023-01-01T01:00:00+00:00;Crimee;3334;Flandre-Crimee;3336;Crimee-Archereau;48.89142817294998, 2.3758636059596947;"{""coordinates"": [[2.375071196691093, 48.89214820271232], [2.376656015228297, 48.89070814318764]], ""type"": ""LineString""}"
1663;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Ordener;880;Ordener-Hermel-Pl_Jules_Joffrin;881;Baudelique-Ordener;48.89189575422712, 2.34783396457705;"{""coordinates"": [[2.3487225870169586, 48.891733881886715], [2.3469453421371416, 48.892057626567535]], ""type"": ""LineString""}"
4009;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Guy_Moquet;2035;Moquet-Sauffroy;2049;Moquet-Lacaille;48.89210830146906, 2.3230138985362405;"{""coordinates"": [[2.324789548781829, 48.8924801160236], [2.3212382482906526, 48.89173648691452]], ""type"": ""LineString""}"
4244;1996-10-10T02:00:00+00:00;2023-01-01T01:00:00+00:00;Courcelles;2282;Courcelles-Av_Brunetiere;3186;Bd_Berthier-Courcelles;48.887041296132026, 2.2953092188568585;"{""coordinates"": [[2.295799442376002, 48.88655751233666], [2.2948189953377147, 48.88752507992739]], ""type"": ""LineString""}"
4340;1996-10-14T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_Wagram;2330;Wagram-Des_Renaudes;2329;Pl_des_Ternes;48.87904572845993, 2.298951617283718;"{""coordinates"": [[2.298495195898666, 48.878420844116015], [2.2994080386687696, 48.87967061280385]], ""type"": ""LineString""}"
4332;1996-10-14T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Montaigne;2328;Av_Montaigne-Boccador;2326;Av_Montaigne-Francois_Ier;48.866449638351554, 2.3051542712756916;"{""coordinates"": [[2.3063309155034957, 48.86701978044435], [2.303977627047887, 48.86587949625875]], ""type"": ""LineString""}"
5469;1996-11-06T01:00:00+00:00;2023-01-01T01:00:00+00:00;Pl_d'Italie;2655;Italie-Choisy-Vincent_Auriol;2681;Pl_d'Italie-Bd_Auguste_Blanqui;48.830906532270646, 2.3553180530486904;"{""coordinates"": [[2.355001737350737, 48.83105157882963], [2.355334397540521, 48.83086466624532], [2.355655597167302, 48.83082667189377]], ""type"": ""LineString""}"
241;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Madeleine;147;Madeleine-Royale;148;Madeleine-Bd_Malesherbes;48.86945849486307, 2.323541123781052;"{""coordinates"": [[2.3233591031710685, 48.869703351148694], [2.3237231443910358, 48.86921363857745]], ""type"": ""LineString""}"
1957;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Auber;2139;Pl_de_l'Opera;2142;Auber-Pl_Garnier;48.87087591902754, 2.33190218871428;"{""coordinates"": [[2.3318150304093743, 48.87110141457876], [2.3319893470191855, 48.87065042347631]], ""type"": ""LineString""}"
4499;1996-10-15T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_Versailles;2398;Av_de_Versailles-Degas;2397;Pl_Clement_Ader;48.850135425521884, 2.2765121831720774;"{""coordinates"": [[2.2782521446314585, 48.85131242043409], [2.2763453064964096, 48.850166418743015], [2.2749272687462687, 48.84875921373116]], ""type"": ""LineString""}"
170;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pt_Carrousel;1;Pt_Carrousel_Droite;67;Pt_Carrousel_Gauche;48.859263194087994, 2.3329670263585505;"{""coordinates"": [[2.3326750125692244, 48.85846440592583], [2.332631707925721, 48.858743404043416], [2.3334197551070193, 48.86002976674309]], ""type"": ""LineString""}"
1157;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Pte_Brancion;586;Bd_Lefebvre-Brancion;640;Av_Pte_Brancion-A_Bartholome;48.82794043005352, 2.301269429393173;"{""coordinates"": [[2.3011388643193738, 48.82742711550041], [2.3013999944669723, 48.828453744606634]], ""type"": ""LineString""}"
6499;2002-10-02T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_des_Invalides;3366;Bd_des_Invalides-Tourville;3364;St_Francois_Xavier;48.8527211876404, 2.3146971909564558;"{""coordinates"": [[2.3145851181599935, 48.85179634756994], [2.314809263752918, 48.853646027710866]], ""type"": ""LineString""}"
6480;2002-10-02T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Bosquet;2394;Av_Bosquet-St_Dominique;3354;Av_Bosquet-Grenelle;48.85798450759006, 2.3038734500009177;"{""coordinates"": [[2.304278664085768, 48.85713563458657], [2.303468235916067, 48.85883338059355]], ""type"": ""LineString""}"
4585;1996-10-16T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Murat;2449;Bd_Murat-Molitor;2435;Pl_Pte_d'Auteuil;48.84663149138014, 2.25798839097693;"{""coordinates"": [[2.2585895355045698, 48.84786779556257], [2.25738724644929, 48.8453951871977]], ""type"": ""LineString""}"
1053;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Lefebvre;587;Bd_Lefebvre-Jacques_Baudry;586;Bd_Lefebvre-Brancion;48.828297871078, 2.3020970068091353;"{""coordinates"": [[2.3013999944669723, 48.828453744606634], [2.3027940191512983, 48.828141997549366]], ""type"": ""LineString""}"
4532;1996-10-15T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Pdt_Kennedy;3195;Av_Pdt_Kennedy_Face18;2428;VGP-Niveau_Le_Notre;48.857944343224005, 2.2879570464024477;"{""coordinates"": [[2.2894331032601856, 48.8591134037746], [2.288330673054969, 48.858239540923186], [2.286480429788751, 48.856775989581635]], ""type"": ""LineString""}"
4407;1996-10-14T02:00:00+00:00;2023-01-01T01:00:00+00:00;Cours_Albert_Ier;2363;Cours_Albert_Ier-Bayard;2469;Pl_du_Canada;48.86489385654264, 2.30908311378312;"{""coordinates"": [[2.3102932281010045, 48.8649189508781], [2.307872999465236, 48.86486876220719]], ""type"": ""LineString""}"
129;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Ancienne_Comedie;69;Dauphine-Mazarine;97;Bd_St_Germain-Ancienne_Comedie;48.853031381923024, 2.3386267719275384;"{""coordinates"": [[2.3388568278580175, 48.85245626119991], [2.3383967159970593, 48.85360650264614]], ""type"": ""LineString""}"
5550;1996-12-11T01:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_Neuilly;2909;Pte_Maillot-Av_de_Neuilly;2908;RN13-J_M_Hacquin-BP;48.87834584324036, 2.2803940323853285;"{""coordinates"": [[2.279819521889304, 48.878518183920015], [2.2809685428813524, 48.878173502560706]], ""type"": ""LineString""}"
4283;1996-10-10T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Pereire;2305;Pereire-Bayen;2304;Pereire-Laugier;48.882635591095024, 2.292571633144197;"{""coordinates"": [[2.293468594149714, 48.88312408173285], [2.29167467213868, 48.882147100457196]], ""type"": ""LineString""}"
4950;1996-10-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_de_Jemmapes;2622;Jemmapes-Villette;2621;Quai_Valmy-Louis_Blanc;48.88055492589866, 2.3690039663491307;"{""coordinates"": [[2.3680621645488524, 48.879498346307116], [2.369756311566503, 48.88141908204143], [2.3700215479001665, 48.88148841335124]], ""type"": ""LineString""}"
1564;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Magenta;830;Bd_Magenta-Compiegne;829;Bd_Magenta-La_Fayette-Denain;48.87893088536423, 2.3537410888195716;"{""coordinates"": [[2.354052387840997, 48.87857638506401], [2.3534297897981458, 48.879285385664446]], ""type"": ""LineString""}"
4480;1996-10-15T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_Andre_Citroen;2387;Rond_Point_Mirabeau;2386;Quai_Andre-Citoen-Javel;48.84676104706558, 2.2778467195838865;"{""coordinates"": [[2.2787565848874642, 48.84739479162091], [2.276936854280309, 48.84612730251025]], ""type"": ""LineString""}"
4618;1996-10-16T02:00:00+00:00;2023-01-01T01:00:00+00:00;Cours Albert 1er_VGP;2467;Cours_Albert_Ier-VGP;163;Souterrain_Cours_la_Reine;48.86465744918174, 2.304917795465954;"{""coordinates"": [[2.3062902317342275, 48.864693398772246], [2.303545359197681, 48.864621499591244]], ""type"": ""LineString""}"
272;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;VGP_Cours_la_Reine;163;Souterrain_Cours_la_Reine;135;Cours_la_Reine-Concorde;48.86484864271256, 2.3138587136733753;"{""coordinates"": [[2.3178678381668374, 48.86492958129442], [2.3098495891799127, 48.86476770413069]], ""type"": ""LineString""}"
924;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pte_de_Chatillon;429;Pte_Chatillon-Av_Pte_Chatillon;434;Pte_Chatillon-RD_906;48.82249395030921, 2.314715628273157;"{""coordinates"": [[2.314476798840923, 48.822361946361156], [2.314954457705391, 48.822625954257255]], ""type"": ""LineString""}"
6720;2011-05-11T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Pte_Chaumont;3481;Av_Pte_Chaumont-Marseillaise;798;Bd_Indochine-Av_Pte_Chaumont;48.88604832453527, 2.3975397255522037;"{""coordinates"": [[2.396773704674543, 48.88616373838126], [2.3983057464298643, 48.88593291068926]], ""type"": ""LineString""}"
5379;1996-10-30T01:00:00+00:00;2023-01-01T01:00:00+00:00;PI_Charles_Hermite;921;SI_Aubervilliers;954;AI_Chapelle;48.90068533054525, 2.3655549032039405;"{""coordinates"": [[2.3645116832735296, 48.90069060957277], [2.3665981231343514, 48.90068005151773]], ""type"": ""LineString""}"
5388;1996-11-01T01:00:00+00:00;2023-01-01T01:00:00+00:00;PI_Pre_St_Gervais;2842;SI_Lilas;788;SI_Pre_St_Gervais;48.881436119230315, 2.402714727232296;"{""coordinates"": [[2.4010446558655025, 48.88237721591363], [2.4019259822841246, 48.88170474404771], [2.402970599323951, 48.88122857544072], [2.4045221701480397, 48.88077124300445]], ""type"": ""LineString""}"
5333;1996-10-29T01:00:00+00:00;2023-01-01T01:00:00+00:00;PI_Lagny;533;SI_Vincennes;773;AI_Montreuil;48.8503815378392, 2.415013682752969;"{""coordinates"": [[2.414853828647489, 48.85195022776543], [2.4149547505536124, 48.85177122012365], [2.415147041614957, 48.85132191877686], [2.4152003693726196, 48.85081779694974], [2.4147534874962693, 48.84877581164942]], ""type"": ""LineString""}"
5312;1996-10-28T01:00:00+00:00;2023-01-01T01:00:00+00:00;PI_Gentilly;3081;SI_A6A;454;SI_Gentilly;48.81650210543072, 2.3441561466323697;"{""coordinates"": [[2.346475942005022, 48.81644160203304], [2.345540967425773, 48.81641675547523], [2.341837256892976, 48.816624230339876]], ""type"": ""LineString""}"
5510;1996-11-20T01:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Ibsen;775;Av_Pte_Bagnolet-Av_Ibsen;2868;Av_Ibsen-Bretelle_6;48.86558881934407, 2.4118251150887273;"{""coordinates"": [[2.4120508713163695, 48.865857135777446], [2.4115993588610847, 48.8653205029107]], ""type"": ""LineString""}"
5176;1996-10-25T02:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Parc_Expo_Est;2732;PE_Plaine;2731;PE_Versailles;48.82929755911005, 2.287786220717977;"{""coordinates"": [[2.284716460033342, 48.8306692646414], [2.290855981402612, 48.82792585357869]], ""type"": ""LineString""}"
5327;1996-10-28T01:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Guyane;2819;PE_Emile_Laurent;539;AE_Doree;48.83846287262878, 2.41304607676373;"{""coordinates"": [[2.4119688906948844, 48.835475040897656], [2.412180129180205, 48.835820301287306], [2.412325090456851, 48.83614499992162], [2.412990436539228, 48.838054319787474], [2.413739594662946, 48.84071849736577], [2.413742188912118, 48.84155018256518]], ""type"": ""LineString""}"
5361;1996-10-30T01:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Lilas;789;AE_Lilas;2831;SE_Lilas;48.87879196757024, 2.407727600127481;"{""coordinates"": [[2.4101448760820183, 48.875696890997496], [2.40816637387423, 48.878909935330995], [2.407440210903074, 48.879673289960124], [2.406667813167943, 48.880150847320536], [2.4054496108399404, 48.880666979913904], [2.4045188754474633, 48.88092343766994]], ""type"": ""LineString""}"
5424;1996-11-05T01:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Maillot;2815;AE_Maillot;2812;SE_Maillot_Bois;48.87893464550279, 2.280940440388455;"{""coordinates"": [[2.2817159172313075, 48.880397262679686], [2.2812368282372657, 48.87925619250239], [2.2808797087199286, 48.87869107000282], [2.2802835413483455, 48.87796948980258], [2.2799483526966142, 48.87760847519857]], ""type"": ""LineString""}"
5438;1996-11-05T01:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Passy;2445;AE_Passy;2446;SE_Passy;48.85936406075847, 2.2624836437073723;"{""coordinates"": [[2.2629797659907234, 48.85984971247052], [2.262560219088926, 48.85934941427523], [2.26191021369019, 48.85897007779258]], ""type"": ""LineString""}"
5444;1996-11-06T01:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Auteuil;2859;AE_A13;2465;SE_Auteuil;48.84800734287092, 2.2534381330060587;"{""coordinates"": [[2.252361904941556, 48.84920121513191], [2.2536854314625288, 48.84771726557206], [2.2545346481415813, 48.846832239118605]], ""type"": ""LineString""}"
5441;1996-11-06T01:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Lac_Superieur;2857;PE_Mortemart;2445;AE_Passy;48.85674755345867, 2.257952621746721;"{""coordinates"": [[2.26191021369019, 48.85897007779258], [2.261600940343876, 48.85878977310447], [2.2612648554709853, 48.85864239845871], [2.259468349209428, 48.857876615364795], [2.2554214415695957, 48.855103469489165], [2.2541451894624314, 48.854252197789435]], ""type"": ""LineString""}"
5169;1996-10-23T02:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Pont_aval;604;SE_Quai_Issy;2504;AE_Lafont;48.8348752611751, 2.263186046148716;"{""coordinates"": [[2.259846581443265, 48.83508823598095], [2.265633375729755, 48.83471251203022], [2.2665271379460252, 48.834712132230806]], ""type"": ""LineString""}"
6114;1998-01-19T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bercy_bretelle_15;2882;Bercy_bretelles_7-10-15;3167;Bercy_bretelles_1-4b-15;48.827495878664706, 2.3899847940103083;"{""coordinates"": [[2.390185394726645, 48.82807634693769], [2.389997102199885, 48.827797966746694], [2.3899316639536576, 48.827581406164846], [2.389917101873187, 48.82724271859823], [2.38999553569207, 48.82687594126859]], ""type"": ""LineString""}"
6108;1998-01-19T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bercy_bretelle_4;3167;Bercy_bretelles_1-4b-15;2883;Bercy_bretelle_4b-Giratoire;48.828253880006685, 2.3912086646143798;"{""coordinates"": [[2.392230997906132, 48.82804799721879], [2.3917670207582966, 48.828277289267824], [2.391364546992685, 48.82834867527945], [2.3909074104529053, 48.828338190670614], [2.390389933728172, 48.82820500141877], [2.390185394726645, 48.82807634693769]], ""type"": ""LineString""}"
